No.,English,IPA(美式),近似?,出现页,出现次数
554,brown bread,/brˈaʊn brˈɛd/,,141,2
555,brown flour,/brˈaʊn flˈaʊɚ/,,140,1
556,brown lentils,/brˈaʊn lˈɛntəlz/,,133,1
557,brown rice,/brˈaʊn rˈaɪs/,,132,1
558,browser,/brˈaʊzɚ/,,179,1
559,bruise,/bruːz/,,48,1
560,Brunei,/ˈbruːnaɪ/,,321,1
561,brunette,/brunˈɛt/,,41,1
562,brush,/brʌʃ/,,40,6
563,Brussels sprouts,/brˈʌsəlz sprˈaʊts/,,125,1
564,bubble bath,/bˈʌbəl bˈæθ/,,75,1
565,bucket,/ˈbʌkit/,,79,3
566,buckle,/ˈbʌkl/,,38,1
567,bud,/bʌd/,,113,2
568,buffet,/bˈʌfət/,,154,1
569,buggy,/bˈʌgi/,,234,1
570,build,/bild/,,188,1
571,builder,/bˈɪldɚ/,,188,2
572,building site,/bˈɪldɪŋ sˈaɪt/,,188,1
573,buildings,/ˈbildiŋ/,,301,1
574,buildings and structures,/bˈɪldɪŋz ənd strˈʌktʃɚz/,,302,1
575,built-in wardrobe,/bˈɪltˌɪn wˈɔrdroʊb/,,73,1
576,bulb annual,/bˈʌlb ˈænjuəl/,,88,1
577,Bulgaria,/bəlgˈɛriə/,,318,1
578,bull,/bul/,,187,1
579,bull-nose pliers,/ˈplaɪrz/,,82,1
580,bulldog clip,/bˈʊldˌɔg klˈɪp/,,175,1
581,bullseye,/bˈulzaɪ/,,275,1
582,bumper,/ˈbʌmpə/,,76,2
583,bun,/bʌn/,,41,3
584,bunch,/bʌntʃ/,,113,1
585,bungalow,/ˈbʌŋgəloʊ/,,60,1
586,bungee jumping,/bˈʌndʒi dʒˈʌmpɪŋ/,,250,1
587,bunker,/ˈbʌŋkə/,,234,1
588,bunsen burner,/ˈbəːnə/,,168,1
589,buoy,/bˈui/,,219,1
590,bureau de change,/bjˈʊroʊ dˈi tʃˈeɪndʒ/,,99,1
591,burger,/bɝgɚ/,,156,1
592,burger bar,/bɝgɚ bˈɑr/,,156,1
593,burglar alarm,/bɝglɚ əlˈɑrm/,,60,1
594,burglary,/ˈbəːləri/,,96,1
595,Burma,/bɝmə/,,320,1
596,burn,/bəːn/,,48,1
597,Burundi,/bɚˈʌndi/,,319,1
598,bus,/bʌs/,,198,1
599,bus driver,/bˈʌs drˈaɪvɚ/,,192,1
600,bus shelter,/bˈʌs ʃˈɛltɚ/,,199,1
601,bus station,/bˈʌs stˈeɪʃən/,,199,1
602,bus stop,/bˈʌs stˈɑp/,,199,2
603,bus ticket,/bˈʌs tˈɪkət/,,199,1
604,business,/ˈbiznis/,,177,1
605,business class,/bˈɪznəs klˈæs/,,213,1
606,business partner,/bˈɪznəs pˈɑrtnɚ/,,26,1
607,business suit,/bˈɪznəs sˈut/,,34,1
608,businessman,/ˈbiznismæn/,,177,1
609,businesswoman,/bˈɪznɪswˌʊmən/,,177,1
610,butcher,/ˈbutʃə/,,120,2
611,butcher’s,/bˈʊtʃɚ ˈɛs/,,116,1
612,butter,/ˈbʌtə/,,139,2
613,butter beans,/bˈʌtɚ bˈinz/,,133,1
614,buttercup,/bˈʌtɚkˌəp/,,299,1
615,butterfly,/ˈbʌtəflaɪ/,,297,1
616,butternut squash,/skwɑʃ/,,127,1
617,buttock,/ˈbʌtək/,,15,2
618,button,/ˈbʌtən/,,34,1
619,buttonhole,/bˈʌtənhoʊl/,,34,1
620,buttress,/bˈʌtrəs/,,303,1
621,by,/baɪ/,,322,1
622,by airmail,/bˈaɪ ˈɛrmˌeɪl/,,100,1
623,cab,/kˈæb/,,97,1
624,cabbage,/ˈkæbidʒ/,,125,1
625,cabin,/kˈæbən/,,212,2
626,Cabinda,/kəbˈɪndə/,,319,1
627,cabinet,/ˈkæbinit/,,64,2
628,cable,/ˈkeɪbl/,,81,2
629,cable car,/kˈeɪbəl kˈɑr/,,248,1
630,cable television,/kˈeɪbəl tˈɛləvˌɪʒən/,,271,1
631,cactus,/kˈæktəs/,,89,1
632,caddy,/kˈædi/,,235,1
633,caesarean section stitches,/kˈeɪsɚˌin sˈɛkʃən stˈɪtʃɪz/,,54,1
634,cake shop,/kˈeɪk ʃˈɑp/,,116,1
635,cake tin,/kˈeɪk tˈɪn/,,71,1
636,cakes and desserts,/kˈeɪks ənd dɪzɝts/,,142,1
637,calcite,/kˈælsˌaɪt/,,291,1
638,calcium,/ˈkælsiəm/,,111,1
639,calculator,/ˈkælkjuleɪtə/,,167,1
640,calendar,/ˈkælində/,,308,1
641,calf,/kˈæf/,,15,3
642,call button,/kˈɔl bˈʌtən/,,50,1
643,Call the,/kˈɔl ðə/,,97,1
644,calyx,/kˈælɪks/,,299,1
645,cam belt,/kˈæm bˈɛlt/,,205,1
646,Cambodia,/kæmˈboʊdiə/,,320,1
647,camcorder,/kˈæmkˌɔrdɚ/,,262,2
648,camel,/ˈkæml/,,293,1
649,camembert,/kˈæməmbɛr/,,144,1
650,camera,/ˈkæmərə/,,180,2
651,camera case,/kˈæmɚə kˈeɪs/,,273,1
652,camera crane,/kˈæmɚə krˈeɪn/,,180,1
653,camera shop,/kˈæmɚə ʃˈɑp/,,117,1
654,cameraman,/ˈkæmərəmæn/,,180,1
655,Cameroon,/kˈæmɚˌun/,,319,1
656,camisole,/kˈæmɪsoʊl/,,37,1
657,camomile tea,/kˌæməmˈaɪl tˈi/,,151,1
658,camp,/kæmp/,,268,1
659,camp bed,/kˈæmp bˈɛd/,,268,1
660,campari,/kæmpɑrrɪ/,是,147,1
661,camper van,/kˈæmpɚ vˈæn/,,268,1
662,camping,/ˈkæmpiŋ/,,268,1
663,camping stove,/kˈæmpɪŋ stoʊv/,,269,1
664,can,/kæn/,,147,2
665,Can I attach a,/kˈæn ˈaɪ ətˈætʃ ə/,,113,1
666,Can I change this,/kˈæn ˈaɪ tʃˈeɪndʒ ðˈɪs/,,99,1
667,Can I have a,/kˈæn ˈaɪ hˈæv ə/,,325,1
668,Can I have a bunch,/kˈæn ˈaɪ hˈæv ə bˈʌntʃ/,,113,1
669,Can I have one kilo of potatoes,/kˈæn ˈaɪ hˈæv wˈʌn kˈɪloʊ ˈʌv pətˈeɪtoʊz/,,126,1
670,Can I have some,/kˈæn ˈaɪ hˈæv sˈʌm/,,66,1
671,Can I have that to go,/kˈæn ˈaɪ hˈæv ðˈæt tˈu goʊ/,,156,1
672,Can I have them,/kˈæn ˈaɪ hˈæv ðˈɛm/,,113,1
673,Can I park,/kˈæn ˈaɪ pˈɑrk/,,202,1
674,Can I post,/kˈæn ˈaɪ poʊst/,,183,1
675,Can I see the,/kˈæn ˈaɪ sˈi ðə/,,155,1
676,Can I try,/kˈæn ˈaɪ trˈaɪ/,,129,1
677,Can I try some of that,/kˈæn ˈaɪ trˈaɪ sˈʌm ˈʌv ðˈæt/,,145,1
678,can opener,/kˈæn oʊpənɚ/,,70,1
679,Can we pay,/kˈæn wˈi pˈeɪ/,,155,1
680,Can you,/kˈæn jˈu/,,49,1
681,Can you give me the number,/kˈæn jˈu gˈɪv mˈi ðə nˈʌmbɚ/,,101,1
682,Can you help,/kˈæn jˈu hˈɛlp/,,324,1
683,Can you send them,/kˈæn jˈu sˈɛnd ðˈɛm/,,113,1
684,Can you tell me the way,/kˈæn jˈu tˈɛl mˈi ðə wˈeɪ/,,202,2
685,Canada,/ˈkænədə/,,316,1
686,canary,/kənˈɛri/,,294,1
687,candied fruit,/kˈændid frˈut/,,131,1
688,candle,/ˈkændl/,,65,1
689,cane,/keɪn/,,93,1
690,canes,/keɪn/,,91,1
691,canine,/kˈeɪnˌaɪn/,,52,1
692,canned drink,/kˈænd drˈɪŋk/,,156,1
693,canoe,/kəˈnuː/,,216,1
694,canoeing,/kəˈnuːiŋ/,,243,1
695,canter,/kˈæntɚ/,,245,1
696,canvas,/ˈkænvəs/,,276,1
697,cap,/kæp/,,23,2
698,cap lane,/kˈæp lˈeɪn/,,240,1
699,capacity,/kəˈpæsiti/,,313,1
700,cape gooseberry,/kˈeɪp gˈusbˌɛri/,,130,1
701,capers,/kˈeɪpɚz/,,145,1
702,capoeira,/kæpoʊɝræ/,是,239,1
703,cappuccino,/kæpjˈtʃiːnəj/,,150,1
704,capsize,/kˈæpsˌaɪz/,,243,1
705,capsule,/kˈæpsəl/,,111,1
706,captain,/ˈkæptin/,,216,1
707,car,/kɑː/,,200,3
708,car accident,/kˈɑr ˈæksədənt/,,205,1
709,car hire,/kˈɑr hˈaɪɚ/,,215,1
710,car park,/kˈɑr pˈɑrk/,,300,1
711,car stereo,/kˈɑr stˈɛrioʊ/,,203,1
712,car wash,/kˈɑr wˈɑʃ/,,201,1
713,caramel,/ˈkærəmel/,,115,2
714,caravan,/kˈærəvˌæn/,,268,1
715,caraway,/kˈærəwˌeɪ/,,133,1
716,card,/kɑːd/,,29,1
717,card phone,/kˈɑrd foʊn/,,101,1
718,card slot,/kˈɑrd slˈɑt/,,99,1
719,cardamom,/kˈɑrdəməm/,,134,1
720,cardboard,/kˈɑrdbˌɔrd/,,277,1
721,cardigan,/kˈɑrdɪgən/,,34,1
722,cardiology,/kˌɑrdiˈɑlədʒi/,,51,1
723,cardiovascular,/kɑːdioʊˈvæskjulə/,,21,1
724,Caribbean Sea,/kɚˈɪbiən sˈi/,,314,1
725,carnation,/kɑrnˈeɪʃən/,,112,1
726,carnival,/ˈkɑːnivəl/,,29,1
727,carousel,/kəˈraʊzəl/,,214,1
728,carpenter,/ˈkɑːpintə/,,190,1
729,carpentry bits,/kˈɑrpəntri bˈɪts/,,82,1
730,carpet,/ˈkɑːpit/,,73,1
731,carriage,/ˈkæridʒ/,,210,1
732,carriage race,/kˈærɪdʒ rˈeɪs/,,245,1
733,carriageway,/kɑrrrɪædʒɛweɪ/,是,197,1
734,carrier,/ˈkæriə/,,206,1
735,carrot,/ˈkærət/,,126,1
736,carrycot,/kɑrrrɪkɑt/,是,77,1
737,cartilage,/kˈɑrtələdʒ/,,19,1
738,carton,/kˈɑrtən/,,313,1
739,cartoon,/kɑːˈtuːn/,,180,1
740,carving fork,/kˈɑrvɪŋ fˈɔrk/,,70,1
741,case,/keɪs/,,53,1
742,cash,/kæʃ/,,99,1
743,cashewnut,/kæʃɛwnʌt/,是,131,1
744,cashewnuts,/kæʃɛwnʌts/,是,153,1
745,cashier,/kæʃˈɪr/,,98,1
746,cashier offers,/kæʃˈɪr ˈɔfɚz/,,108,1
747,casino,/kəsˈinoʊ/,,263,1
748,Caspian Sea,/kˈæspiən sˈi/,,315,1
749,cassava,/kæssævæ/,是,126,1
750,casserole dish,/kˈæsɚoʊl dˈɪʃ/,,71,1
751,cassette player,/kəsˈɛt plˈeɪɚ/,,271,1
752,cassette tape,/kəsˈɛt tˈeɪp/,,271,1
753,cast,/kɑːst/,,247,2
754,castle,/ˈkæsl/,,302,1
755,casual,/ˈkæʒjuəl/,,36,1
756,casual wear,/kˈæʒəwəl wˈɛr/,,35,1
757,cat,/kæt/,,292,1
758,catalogue,/kˈætəlˌɔg/,,170,1
759,catamaran,/kˌætəmɚˈæn/,,217,1
760,cataract,/kˈætɚækt/,,53,1
761,catch,/kætʃ/,,222,3
762,caterpillar,/ˈkætəpilə/,,297,1
763,catheter,/kˈæθətɚ/,,55,1
764,cauliflower,/ˈkɑliflaʊr/,,126,1
765,Caution,/kˈɑʃən/,,325,1
766,cave,/keɪv/,,286,1
767,CD,/sˌidˈi/,,270,2
768,CD player,/sˌidˈi plˈeɪɚ/,,270,1
769,cedar,/ˈsiːdə/,,298,1
770,ceiling,/ˈsiːliŋ/,,64,1
771,celebration,/sˌɛləbrˈeɪʃən/,,142,1
772,celebration cakes,/sˌɛləbrˈeɪʃən kˈeɪks/,,143,1
773,celebrations,/ˌselɪˈbreɪʃθnz/,,29,1
774,celeriac,/sɛlɛrrɪæs/,是,126,1
775,celery,/ˈseləri/,,124,1
776,cell,/sel/,,183,1
777,cement,/siˈment/,,188,1
778,cement mixer,/səmˈɛnt mˈɪksɚ/,,188,1
779,centimetre,/sˈɛntəmˌitɚ/,,312,1
780,centipede,/ˈsentipiːd/,,297,1
781,Central African Republic,/sˈɛntrəl ˈæfrəkən ripˈʌblək/,,319,1
782,central processing unit,/sˈɛntrəl prˈɑsɛsɪŋ jˈunət/,,178,1
783,central reservation,/sˈɛntrəl rˌɛzɚvˈeɪʃən/,,196,1
784,centre,/ˈsentə/,,166,1
785,centre circle,/sˈɛntɚ sɝkəl/,,224,3
786,centre field,/sˈɛntɚ fˈild/,,230,1
787,centreboard,/sɛntrɛboʊrd/,是,243,1
788,centreline,/sɛntrɛlɪn/,是,228,1
789,century,/ˈsentʃuri/,,309,1
790,ceramic hob,/sɚˈæmɪk hˈɑb/,,68,1
791,cereal,/sˈɪriəl/,,132,2
792,cervical vertebrae shoulder blade,/sɝvəkəl vɝtəbrˌeɪ ʃoʊldɚ blˈeɪd/,,19,1
793,cervix,/sɝvɪks/,,22,2
794,Chad,/tʃˈæd/,,319,1
795,chain,/tʃeɪn/,,38,2
796,chair,/tʃɛr/,,66,2
797,chairlift,/tʃeɪrlɪft/,是,248,1
798,chalk,/tʃɑːk/,,87,3
799,chamber,/ˈtʃeɪmbə/,,63,2
800,champagne,/ʃæmˈpeɪn/,,147,1
801,championship,/ˈtʃæmpiənʃip/,,232,1
802,change,/tʃeɪndʒ/,,211,1
803,change a wheel,/tʃˈeɪndʒ ə wˈil/,,205,1
804,change channel,/tʃˈeɪndʒ tʃˈænəl/,,271,1
805,change gear,/tʃˈeɪndʒ gˈɪr/,,209,1
806,changing bag,/tʃˈeɪndʒɪŋ bˈæg/,,77,1
807,changing mat,/tʃˈeɪndʒɪŋ mˈæt/,,76,1
808,changing rooms,/tʃˈeɪndʒɪŋ rˈumz/,,106,1
809,channel,/ˈtʃænəl/,,180,1
810,charcoal,/ˈtʃɑːkoʊl/,,268,2
811,charge,/tʃɑːdʒ/,,96,2
812,chart,/tʃˈɑrt/,,50,1
813,chassis,/tʃˈæsi/,,205,1
814,cheap,/tʃiːp/,,323,1
815,check in,/tʃˈɛk ɪn/,,214,1
816,check-in desk,/desk/,,215,1
817,check-up,/tʃˈɛkˌəp/,,52,1
818,cheddar,/tʃˈɛdɚ/,,144,1
819,cheek,/tʃiːk/,,16,1
820,cheerleader,/tʃˈɪrlˌidɚ/,,222,1
821,cheese,/tʃiːz/,,138,3
822,chef,/ʃef/,,154,2
823,chef’s hat,/hæt/,,192,1
824,chemist,/kˈɛmɪst/,,110,1
825,chemistry,/ˈkemistri/,,164,1
826,cheque,/tʃek/,,98,1
827,chequebook,/tʃɛkwɛbuk/,是,98,1
828,cherry,/ˈtʃeri/,,128,1
829,cherry tomato,/tʃˈɛri təmˈeɪtoʊ/,,126,1
830,chess,/tʃes/,,274,1
831,chessboard,/tʃˈɛsbˌɔrd/,,274,1
832,chest,/tʃest/,,14,1
833,chest of drawers,/tʃˈɛst ˈʌv drˈɔrz/,,72,1
834,chest press,/tʃˈɛst prˈɛs/,,253,1
835,chestnut,/tʃˈɛsnˌət/,,131,1
836,chewing gum,/tʃˈuɪŋ gˈʌm/,,115,1
837,chick,/tʃˈɪk/,,187,1
838,chick peas,/tʃˈɪk pˈiz/,,133,1
839,chicken,/ˈtʃikin/,,187,1
840,chicken burger,/tʃˈɪkən bɝgɚ/,,157,1
841,chicken coop,/tʃˈɪkən kˈup/,,187,1
842,chicken nuggets,/tʃˈɪkən nˈʌgəts/,,157,1
843,chickenpox,/tʃɪkɛnpɑks/,是,46,1
844,chicory,/tʃɪkɔrraɪ/,是,124,1
845,child,/tʃaɪld/,,25,2
846,child lock,/tʃˈaɪld lˈɑk/,,77,1
847,child seat,/tʃˈaɪld sˈit/,,200,2
848,childbirth,/ˈtʃaɪldbəːθ/,,55,1
849,children,/ˈtʃildrən/,,25,1
850,children’s clothing,/ˈkloʊðiŋ/,,32,1
851,children’s department,/diˈpɑːtmənt/,,106,1
852,children’s ward,/wɑːd/,,50,1
853,child’s meal,/miːl/,,155,1
854,Chile,/ˈtʃili/,,317,1
855,chili,/ˈtʃili/,,145,1
856,chill,/tʃˈɪl/,,46,1
857,chilli,/ˈtʃili/,,126,2
858,chimney,/ˈtʃimni/,,60,1
859,chin,/tʃin/,,16,1
860,China,/ˈtʃaɪnə/,,107,2
861,chip,/tʃˈɪp/,,235,1
862,chipboard,/tʃˈɪpbˌɔrd/,,81,1
863,chiropractic,/kˌaɪroʊprˈæktɪk/,,56,1
864,chisel,/tʃˈɪzəl/,,83,2
865,chives,/tʃaɪvz/,,135,1
866,chocolate,/ˈtʃɑkəlit/,,115,1
867,chocolate bar,/tʃˈɔklət bˈɑr/,,115,1
868,chocolate cake,/tʃˈɔklət kˈeɪk/,,142,1
869,chocolate chip,/tʃˈɔklət tʃˈɪp/,,143,1
870,chocolate coated,/tʃˈɔklət koʊtəd/,,142,1
871,chocolate milkshake,/tʃˈɔklət mˈɪlkʃˌeɪk/,,151,1
872,chocolate spread,/tʃˈɔklət sprˈɛd/,,137,1
873,choir,/ˈkwaɪr/,,303,1
874,choke,/tʃoʊk/,,49,1
875,chop,/tʃɑp/,,121,1
876,chopping board,/tʃˈɑpɪŋ bˈɔrd/,,70,1
877,chorizo,/tʃɔrrɪzɑ/,是,145,1
878,choux pastry,/tʃaʊks pˈeɪstri/,是,142,1
879,christening,/krˈɪsənɪŋ/,,28,1
880,Christmas,/ˈkrisməs/,,29,1
881,chrysanthemum,/kriˈsænθəməm/,,112,1
882,chuck,/tʃˈʌk/,,80,1
883,church,/tʃəːtʃ/,,301,2
884,chutney,/tʃˈʌtni/,,137,1
885,cider,/sˈaɪdɚ/,,147,1
886,cider vinegar,/sˈaɪdɚ vˈɪnəgɚ/,,137,1
887,cigar,/sɪgˈɑr/,,114,1
888,cigarettes,/sˌɪgɚˈɛts/,,114,1
889,cinema,/ˈsinəmə/,,257,2
890,cinema hall,/sˈɪnəmə hˈɔl/,,257,1
891,cinnamon,/ˈsinəmən/,,135,1
892,circle,/ˈsəːkl/,,166,2
893,circuit training,/sɝkət trˈeɪnɪŋ/,,253,1
894,circular saw,/sɝkjəlɚ sˈɔ/,,80,1
895,circumference,/səˈkʌmfərəns/,,166,1
896,cistern,/sˈɪstɚn/,,63,1
897,citrus fruit,/sˈɪtrəs frˈut/,,128,1
898,city,/ˈsiti/,,301,1
899,clam,/klæm/,,123,1
900,clamp,/klˈæmp/,,80,2
901,clamp stand,/klˈæmp stˈænd/,,168,1
902,clapper board,/klˈæpɚ bˈɔrd/,,181,1
903,clarinet,/klæriˈnet/,,259,1
904,clasp,/klˈæsp/,,38,1
905,classical music,/klˈæsɪkəl mjˈuzɪk/,,257,1
906,classical music heavy metal,/klˈæsɪkəl mjˈuzɪk hˈɛvi mˈɛtəl/,,261,1
907,claw,/klˈɔ/,,293,2
908,clay,/kleɪ/,,87,2
909,clean,/kliːn/,,79,2
910,clean clothes,/klˈin kloʊðz/,,78,1
911,cleaned,/kliːnd/,,123,1
912,cleaner,/ˈkliːnə/,,190,2
913,cleaning equipment,/klˈinɪŋ ɪkwˈɪpmənt/,,79,1
914,cleaning fluid,/klˈinɪŋ flˈuəd/,,53,1
915,cleanser,/ˈklenzə/,,43,1
916,clear honey,/klˈɪr hˈʌni/,,136,1
917,cleat,/klˈit/,,242,1
918,cleaver,/ˈkliːvə/,,70,1
919,clementine,/klˈɛməntˌaɪn/,,128,1
920,client,/ˈklaɪrnt/,,40,3
921,cliff,/klif/,,287,1
922,climber,/klˈaɪmɚ/,,89,1
923,clinic,/ˈklinik/,,50,1
924,clitoris,/klaɪtˈɔrɪs/,,22,1
925,clock,/klɑk/,,64,2
926,clock radio,/klˈɑk rˈeɪdioʊ/,,72,1
927,closed,/kloʊzd/,,262,2
928,clothes line,/kloʊðz lˈaɪn/,,78,1
929,clothes peg,/kloʊðz pˈɛg/,,78,1
930,cloudy,/ˈklaʊdi/,,288,1
931,clove,/kloʊv/,,127,1
932,clover,/kloʊvɚ/,,299,1
933,cloves,/kloʊv/,,135,1
934,club,/klʌb/,,275,1
935,club sandwich,/klˈʌb sˈændwɪtʃ/,,157,1
936,clutch,/klˈʌtʃ/,,202,2
937,co-pilot,/kˈoʊ pˈaɪlət/,,213,1
938,coal,/koʊl/,,290,1
939,coast,/koʊst/,,287,1
940,coaster,/ˈkoʊstə/,,152,1
941,coat,/koʊt/,,34,1
942,coat hanger,/koʊt hˈæŋɚ/,,72,1
943,cockatoo,/kˈɑkətˌu/,,295,1
944,cockerel,/kɑkɛrrɛl/,是,187,1
945,cockle,/kˈɑkəl/,,123,1
946,cockpit,/ˈkɑkpit/,,212,1
947,cockroach,/ˈkɑkroʊtʃ/,,297,1
948,cocktail,/ˈkɑkteɪl/,,153,1
949,cocktail shaker,/kˈɑktˌeɪl ʃˈeɪkɚ/,,152,1
950,cocoa powder,/koʊkoʊ pˈaʊdɚ/,,150,1
951,coconut sultana,/ˈkoʊkənət/,,131,1
952,cocoon,/kəˈkuːn/,,297,1
953,cod,/kɑd/,,122,1
954,coffee,/ˈkɑfi/,,146,4
955,coffee cup,/kˈɑfi kˈʌp/,,67,1
956,coffee machine,/kˈɑfi məʃˈin/,,150,2
957,coffee milkshake,/kˈɑfi mˈɪlkʃˌeɪk/,,151,1
958,coffee spoon,/kˈɑfi spˈun/,,155,1
959,coffee table,/kˈɑfi tˈeɪbəl/,,64,1
960,cog tyre,/kˈɔg tˈaɪr/,,208,1
961,coin,/kˈɔɪn/,,99,1
962,coin phone,/kˈɔɪn foʊn/,,101,1
963,coin return,/kˈɔɪn rɪtɝn/,,101,1
964,cola,/ˈkoʊlə/,,146,1
965,colander,/ˈkʌləndə/,,70,1
966,cold,/koʊld/,,46,3
967,cold tap,/koʊld tˈæp/,,74,1
968,cold-pressed oil,/ɑil/,,137,1
969,collar,/ˈkɑlə/,,34,1
970,collar bone,/kˈɑlɚ boʊn/,,19,1
971,colleague manager,/kˈɑlig mˈænədʒɚ/,,26,1
972,collecting,/kəlˈɛktɪŋ/,,275,1
973,collection,/kəˈlekʃən/,,100,1
974,college,/ˈkɑlidʒ/,,170,1
975,Colombia,/kəˈlæmbiə/,,317,1
976,colouring pencil,/kˈʌlɚrˌɪŋ pˈɛnsəl/,,165,1
977,colours,/ˈkʌlə/,,41,2
978,comb,/koʊm/,,40,2
979,combat sports,/kˈɑmbæt spˈɔrts/,,238,1
980,comedy,/ˈkɑmidi/,,257,1
981,comet,/ˈkɑmit/,,282,1
982,comic,/ˈkɑmik/,,114,1
983,commis chef,/ʃef/,,154,1
984,commission,/kəmˈɪʃən/,,99,1
985,communications,/kəmjuːniˈkeɪʃ(ə)nz/,,100,1
986,commuter,/kəmjˈutɚ/,,210,1
987,Comoros,/kɔmˈɔroʊs/,,319,1
988,compact disc,/kˈɑmpækt dˈɪsk/,,271,1
989,company,/ˈkʌmpəni/,,177,1
990,compartment,/kəmˈpɑːtmənt/,,211,1
991,compass,/ˈkʌmpəs/,,167,2
992,complaint,/kəmˈpleɪnt/,,96,1
993,complexion,/kəmplˈɛkʃən/,,43,1
994,compliments slip,/kˈɑmpləmɛnts slˈɪp/,,175,1
995,compost,/kˈɑmpoʊst/,,90,1
996,compost heap,/kˈɑmpoʊst hˈip/,,87,1
997,computer,/kəmˈpjuːtə/,,174,2
998,concealer,/kɑnsilɛrr/,是,42,1
999,conceive,/kənˈsiːv/,,22,1
1000,conception embryo,/kənsˈɛpʃən ˈɛmbrioʊ/,,54,1
1001,concert,/ˈkɑnsət/,,260,1
1002,concertina file,/kɑnsɚtˈinə fˈaɪl/,,175,1
1003,concrete block,/kənkrˈit blˈɑk/,,189,1
1004,concussion,/kənkˈʌʃən/,,48,1
1005,condensed milk,/kəndˈɛnst mˈɪlk/,,138,1
1006,condiments and spreads,/kˈɑndəmənts ənd sprˈɛdz/,,137,1
1007,conditioner,/kənˈdiʃənə/,,40,1
1008,condom,/ˈkɑndəm/,,23,1
1009,conductor,/kənˈdʌktə/,,258,1
1010,cone,/koʊn/,,166,2
1011,confectioner,/kənfˈɛkʃənɚ/,,115,1
1012,confectionery,/kənfˈɛkʃənˌɛri/,,109,2
1013,confident,/ˈkɑnfidənt/,,27,1
1014,confused,/kənˈfjuːzd/,,27,1
1015,conglomerate,/kənglˈɑmɚət/,,290,1
1016,Congo,/kˈɑŋgoʊ/,,319,1
1017,conifer,/kˈɑnəfɚ/,,88,1
1018,connect,/kəˈnekt/,,179,1
1019,connection,/kəˈnekʃən/,,214,1
1020,conning tower,/kˈɑnɪŋ tˈaʊɚ/,,217,1
1021,console fast forward,/kˈɑnsoʊl fˈæst fˈɔrwɚd/,,271,1
1022,constellation,/kˌɑnstəlˈeɪʃən/,,283,1
1023,construction,/kənˈstrʌkʃən/,,188,1
1024,consultant,/kənsˈʌltənt/,,51,1
1025,consultation,/kˌɑnsəltˈeɪʃən/,,47,1
1026,container,/kənˈteɪnə/,,218,2
1027,container ship,/kəntˈeɪnɚ ʃˈɪp/,,217,1
1028,continent,/ˈkɑntinənt/,,284,1
1029,continent colony,/kˈɑntənənt kˈɑləni/,,317,1
1030,contraception,/kˌɑntrəsˈɛpʃən/,,23,1
1031,contraction,/kənˈtrækʃən/,,54,1
1032,control tower,/kəntroʊl tˈaʊɚ/,,214,1
1033,controller,/kəntroʊlɚ/,,271,1
1034,controls,/kənˈtroʊl/,,203,2
1035,convector heater,/ˈhiːtə/,,62,1
1036,convenience food,/kənvˈinjəns fˈud/,,109,1
1037,convertible,/kənˈvəːtəbl/,,201,1
1038,conveyer belt,/kənvˈeɪɚ bˈɛlt/,,108,1
1039,cooked meat,/kˈʊkt mˈit/,,120,2
1040,cooking,/ˈkukiŋ/,,69,1
1041,coolant reservoir,/kˈulənt rˈɛzəvwˌɑr/,,204,1
1042,cooling rack,/kˈulɪŋ rˈæk/,,71,1
1043,copper,/ˈkɑpə/,,291,1
1044,copy,/ˈkɑpi/,,174,1
1045,cor anglais,/kˈɔr æŋleɪs/,是,259,1
1046,coral reef,/kˈɔrəl rˈif/,,287,1
1047,cordless phone,/kˈɔrdləs foʊn/,,101,1
1048,core,/kɑː/,,129,1
1049,coriander,/,kɔriˈændə/,,135,1
1050,cork,/kɑːk/,,136,1
1051,corn,/kɑːn/,,132,1
1052,corn bread,/kˈɔrn brˈɛd/,,141,1
1053,corn oil,/kˈɔrn ˈɔɪl/,,137,1
1054,cornea,/kˈɔrniə/,,53,1
1055,corner,/ˈkɑːnə/,,225,1
1056,corner flag,/kˈɔrnɚ flˈæg/,,225,1
1057,cornice,/kɔrrnɪs/,是,302,1
1058,correct,/kəˈrekt/,,323,1
1059,corset,/kˈɔrsət/,,37,1
1060,Corsica,/kˈɔrsɪkə/,,318,1
1061,Costa Rica,/kˈɔstɑ rˈikə/,,316,1
1062,costume,/ˈkɑstjuːm/,,257,1
1063,cottage garden,/kˈɑtədʒ gˈɑrdən/,,86,1
1064,cottage semi-soft cheese,/ˈkɑtidʒ/,,138,1
1065,cotton,/ˈkɑtn/,,186,2
1066,cotton balls,/kˈɑtən bˈɔlz/,,43,1
1067,cough,/kɑf/,,46,1
1068,cough medicine,/kˈɑf mˈɛdəsən/,,110,1
1069,Could I have the receipt,/kˈʊd ˈaɪ hˈæv ðə rɪsˈit/,,155,1
1070,counsellor,/kˈaʊnsəlɚ/,,57,1
1071,count,/kaʊnt/,,167,1
1072,counter,/ˈkaʊntə/,,98,4
1073,counter I reception,/kˈaʊntɚ ˈaɪ rɪsˈɛpʃən/,,102,1
1074,country,/ˈkʌntri/,,261,1
1075,country province,/kˈʌntri prˈɑvəns/,,317,1
1076,courgette,/kaʊrdʒɛtt/,是,127,1
1077,courier,/ˈkuriə/,,101,1
1078,courses,/kɑːs/,,155,1
